leaf,item,field,answer,source_route,source_state,n_spans,min_span,quote_in_full,quote_in_window,window_reason,issues
flag_uncapped_participation,1119700_000114420405033377,flag_uncapped_participation,no,by-name,verified-present,1,198,1,1,quote present,
flag_missing_pro_rata,xcyte_waiver,flag_missing_pro_rata,True,by-content,verified-present,1,91,1,1,quote present,
flag_missing_pro_rata,rapid7_waiver,flag_missing_pro_rata,True,by-content,verified-present,1,41,1,1,quote present,
flag_missing_pro_rata,greenfield_grant,flag_missing_pro_rata,False,by-content,verified-present,1,96,1,1,quote present,
flag_missing_pro_rata,soshydration_grant,flag_missing_pro_rata,False,by-content,verified-present,1,69,1,1,quote present,
flag_internal_inconsistency,actelis_consistent,flag_internal_inconsistency,False,unresolved,not-checkable,2,48,,1,all 2 span(s) present,
flag_internal_inconsistency,castlebio_consistent,flag_internal_inconsistency,False,unresolved,not-checkable,2,48,,1,all 2 span(s) present,
flag_internal_inconsistency,castlebio_inconsistent,flag_internal_inconsistency,True,unresolved,not-checkable,2,48,,1,all 2 span(s) present,
flag_internal_inconsistency,hyrecar_inconsistent,flag_internal_inconsistency,True,unresolved,not-checkable,2,48,,1,all 2 span(s) present,
flag_internal_inconsistency,ignentertainment_inconsistent,flag_internal_inconsistency,True,unresolved,not-checkable,2,48,,1,all 2 span(s) present,
